IDs,canonical_smiles,IC50
CHEMBL5170304,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,100000.0
CHEMBL5200154,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncn2ccnc32)[C@H](O)[C@@H]1O,100000.0
CHEMBL4567276,[N-]=[N+]=Nc1nc2c(N)ncnc2n1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,100000.0
CHEMBL5170556,O=c1[nH]c2cncnc2n1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,100000.0
CHEMBL5177316,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,100000.0
CHEMBL5183218,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](OC(=O)c2cccc3ccccc23)[C@H]1OC(=O)c1cccc2ccccc12,6309.57
CHEMBL5174595,O=C(NC(=S)Nc1ccccc1O)C12CC3CC(CC(C3)C1)C2,1084.0
CHEMBL5174645,O=C(NC(=S)Nc1cc(Cl)c(O)c(Cl)c1)C12CC3CC(CC(C3)C1)C2,1282.0
CHEMBL5206955,O=C(NC(=S)Nc1cc(Br)cc(C(F)(F)F)c1)C12CC3CC(CC(C3)C1)C2,4530.0
CHEMBL5184546,NS(=O)(=O)c1ccccc1NC(=S)NC(=O)C12CC3CC(CC(C3)C1)C2,4187.0
CHEMBL5175938,O=C(NC(=S)Nc1cc([N+](=O)[O-])ccc1Cl)C12CC3CC(CC(C3)C1)C2,1290.0
CHEMBL5200337,COc1ccc(NC(=S)NC(=O)C23CC4CC(CC(C4)C2)C3)cc1OC,3461.0
CHEMBL5172961,Cc1ccc(NC(=S)NC(=O)C23CC4CC(CC(C4)C2)C3)c(Br)c1,1562.0
CHEMBL5181561,O=C(NC(=S)Nc1cc(Br)ccc1Br)C12CC3CC(CC(C3)C1)C2,8339.0
CHEMBL5188202,O=C(NC(=S)Nc1cccnc1Cl)C12CC3CC(CC(C3)C1)C2,1274.0
CHEMBL1615626,Cc1cc(/N=N/c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c(COP(=O)(O)O)c(C=O)c1O,5250.0
CHEMBL3040216,CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,5640.0
CHEMBL5204261,CC(C)c1ccc(NC(=S)NC(=O)C23CC4CC(CC(C4)C2)C3)c(Br)c1,40.0
CHEMBL5188664,CC(=O)N(c1ccn2nccc2c1)c1cc(NC(=O)Cc2c(Cl)cccc2Cl)ccn1,157.0
CHEMBL5204109,CC(=O)N(c1cc(NC(=O)Cc2c(Cl)cccc2Cl)ccn1)c1ccncc1F,171.0
CHEMBL5208843,CC(=O)N(c1ccc2ncoc2c1)c1cc(NC(=O)Cc2c(Cl)cccc2Cl)ccn1,141.0
CHEMBL5208382,CC(=O)N(c1ccc2ncoc2c1)c1cc(NC(=O)Cc2cccc(F)c2Cl)ccn1,143.0
CHEMBL5178725,CC(=O)N(c1ccc2ncoc2c1)c1cc(NC(=O)Cc2ccccc2Cl)ccn1,168.0
CHEMBL5180532,CC(=O)N(c1ccc2ncsc2c1)c1cc(NC(=O)Cc2ccccc2Cl)ccn1,142.0
CHEMBL5191762,O=C(NC(=S)Nc1ccccc1O)c1ccc2c(c1)OCO2,2164.0
CHEMBL5186938,O=C(NC(=S)Nc1ccc(O)cc1)c1ccc2c(c1)OCO2,1447.0
CHEMBL5194724,NS(=O)(=O)c1cccc(NC(=S)NC(=O)c2ccc3c(c2)OCO3)c1,2171.0
CHEMBL5174305,NS(=O)(=O)c1ccc(CCNC(=S)NC(=O)c2ccc3c(c2)OCO3)cc1,1054.0
CHEMBL5172890,O=C(NC(=S)Nc1cc(Br)cc(C(F)(F)F)c1)c1ccc2c(c1)OCO2,18200.0
CHEMBL5200114,O=C(NC(=S)Nc1c(Br)ccc(C(F)(F)F)c1Br)c1ccc2c(c1)OCO2,55.0
CHEMBL5184613,O=C(NC(=S)Nc1cc(Cl)c(O)c(Cl)c1)c1ccc2c(c1)OCO2,7644.0
CHEMBL5173949,COc1ccccc1NC(=S)NC(=O)c1ccc2c(c1)OCO2,3672.0
CHEMBL5208562,O=C(NC(=S)Nc1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)OCO2,3763.0
CHEMBL5177180,O=C(NC(=S)Nc1ccc(Br)cc1)c1ccc2c(c1)OCO2,14260.0
CHEMBL5191639,Cc1cc(Br)ccc1NC(=S)NC(=O)c1ccc2c(c1)OCO2,14260.0
CHEMBL5206892,CC(C)c1ccc(NC(=S)NC(=O)c2ccc3c(c2)OCO3)c(Br)c1,39.0
CHEMBL5205239,O=C(NC(=S)Nc1cccnc1Cl)c1ccc2c(c1)OCO2,935.0
CHEMBL5178892,O=C(NC(=S)Nc1cccc2cccnc12)c1ccc2c(c1)OCO2,908.0
723353,COc1ccccc1Cc1nnnn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1, 25.0
723354,O=C1CC(=O)N(c2ccc(-n3nnnc3Cc3ccccc3O)cc2)c2ccc3ccccc3c2N1, 37.0
723393,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3cccc(F)c3)cc2)c2ccc3c(c2N1)CCC3, 39.0
723356,O=C1CC(=O)N(c2ccc(-n3nnnc3CCc3ccccc3)cc2)c2ccc3ccccc3c2N1, 44.0
723366,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3cccc(F)c3)cc2)c2ccc3ccccc3c2N1, 51.0
723373,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3cccc(O)c3)cc2)c2ccc3ccccc3c2N1, 53.0
723386,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3ccccc3F)cc2)c2ccc3c(c2N1)CCC3, 53.0
723381,COc1cccc(CCc2nccn2-c2ccc(N3C(=O)CC(=O)Nc4c3ccc3c4CCC3)cc2)c1, 74.0
723357,O=C1CC(=O)N(c2ccc(-n3nnnc3Cc3ccccc3O)nc2)c2ccc3ccccc3c2N1, 77.0
723364,O=C1CC(=O)N(c2ccc(-c3nccn3CCc3cccc(O)c3)cc2)c2ccc3ccccc3c2N1, 78.0
723359,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3ccccc3)cc2)c2ccc3ccccc3c2N1, 78.0
723368,Cc1cccc(C)c1CCc1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1, 79.0
723363,COc1cccc(CCn2ccnc2-c2ccc(N3C(=O)CC(=O)Nc4c3ccc3ccccc43)cc2)c1, 82.0
723395,COc1c(F)cccc1CCc1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1, 87.0
723382,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3ccsc3)cc2)c2ccc3ccccc3c2N1, 88.0
723361,O=C1CC(=O)N(c2ccc(-c3nccn3CCc3ccccc3)cc2)c2ccc3ccccc3c2N1, 91.0
723372,COc1cccc(CCc2nccn2-c2ccc(N3C(=O)CC(=O)Nc4c3ccc3ccccc43)cc2)c1, 92.0
723374,CN(C)c1ccccc1Cc1nnnn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1, 94.0
723380,NC(=O)c1cccc(CCc2nccn2-c2ccc(N3C(=O)CC(=O)Nc4c3ccc3ccccc43)cc2)c1, 130
723384,O=C1CC(=O)N(c2ccc(-c3nccn3CCc3ccccc3)c(O)c2)c2ccc3ccccc3c2N1, 130
723367,COc1ccccc1CCc1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1, 180
723378,N#Cc1ccccc1CCc1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1, 190
723365,Cc1cccc(CCc2nnnn2-c2ccc(N3C(=O)CC(=O)Nc4c3ccc3ccccc43)cc2)n1, 270
723362,O=C1CC(=O)N(c2ccc(-c3nccn3Cc3ccc(Cl)cc3)cc2)c2ccc3ccccc3c2N1, 300
723391,O=C1CC(=O)N(c2ccc(-c3cn(CCc4ccccc4)cn3)cc2)c2ccc3ccccc3c2N1, 320
723358,COc1ccccc1Cc1nnnn1-c1ccc(C2=NCC(=O)Nc3c2ccc2ccccc32)cc1, 320
723379,NC(=O)c1ccccc1CCc1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1, 340
723355,O=C1CC(=O)N(c2ccc(-n3nnnc3CCc3cccnc3)cc2)c2ccc3ccccc3c2N1, 380
786730,O=C1CC(=O)N(c2ccc(NCc3ccccc3I)cc2)c2ccc3ccccc3c2N1, 430
786734,O=C1CN=C(c2ccc(NS(=O)(=O)Cc3ccccc3Cl)cc2)c2ccc3ccccc3c2N1, 440
723383,COc1cc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)ccc1-c1nccn1CCc1ccccc1, 520
786728,O=C(Cc1ccccc1Cl)Nc1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1, 540
723385,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3ccco3)cc2)c2ccc3ccccc3c2N1, 550
723369,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3cccc(C(F)(F)F)c3)cc2)c2ccc3ccccc3c2N1, 550
723377,NC(=O)c1ccccc1Cn1ccnc1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1, 590
723389,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3ccccn3)cc2)c2ccc3ccccc3c2N1, 590
723370,O=C1CN=C(c2ccc(-n3nnnc3CCc3ccccc3)cc2)c2ccc3ccccc3c2N1, 630
723371,O=C1CN=C(c2ccc(-n3ccnc3CCc3ccccc3)cc2)c2ccc3ccccc3c2N1, 650
723387,O=C1CC(=O)N(c2ccc(-n3ccnc3COc3ccccc3)cc2)c2ccc3ccccc3c2N1, 790
786733,CN(c1ccc(N2C(=O)CC(=O)Nc3c2ccc2c3CCCC2)cc1)S(=O)(=O)Cc1ccccc1Cl, 970
786729,O=C1CC(=O)N(c2ccc(NC(=O)Nc3ccccc3)cc2)c2ccc3ccccc3c2N1, 1200
723394,O=C1CC(=O)N(c2ccc(-n3ccnc3CNc3ccccc3)cc2)c2ccc3ccccc3c2N1, 1300
723376,COc1ccccc1-c1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1, 1700
786731,O=C(Cc1ccccc1I)Nc1ccc(N2C(=O)CC(=O)NC3C4CCCCC4CCC32)cc1, 1800
723392,CC1(C)CN(c2ccc(N3C(=O)CC(=O)Nc4c3ccc3ccccc43)cc2)C(CCc2ccccc2)=N1, 2500
723390,O=C1CC(=O)N(c2ccc(-c3nc[nH]c3-c3ccccc3)cc2)c2ccc3ccccc3c2N1, 3400
723375,O=C1CC(=O)N(c2ccc(-n3ccnc3-c3ccccc3)cc2)c2ccc3ccccc3c2N1, 3700
723360,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1, 4000
723388,CC(C)(Cc1nnnn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1)c1ccccn1, 5400
51089276,N=C1Cc2ccccc2N(C(N)=O)c2ccccc21,10000
50973501,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2OC3(OC21)C([N+](=O)[O-])=C[C-]([N+](=O)[O-])C=C3[N+](=O)[O-], 15200
50185374,Cc1nc(N=Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c(COP(=O)(O)O)c(C=O)c1O, 27500
51089277,CN=C1Cc2ccccc2N(C(N)=O)c2ccccc21, 36900
50806954,O=C(Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1,100000
11636756,C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(=O)NC3=C(C=CC(=C3)C(=O)NC4=C5C(=CC(=CC5=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])F)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])F.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1000.0
71457339,C1=CC=C2C(=C1)N(C3=CC=CC=C3O2)C(=O)C4=CC=C(C=C4)Cl,5290.0
2320735,CC1=CC=C(C=C1)S(=O)(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,1380.0
71457337,C1=CC=C(C=C1)CCNC(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,1780.0
71459185,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(C4=CC=CC=C42)(C5=CC=CC=C5)O,2440.0
71462708,C1=CC=C2C(=C1)N(C3=CC=CC=C3O2)C(=O)OCC4=CC=C(C=C4)Cl,1020.0
60168729,C1=CC=C(C=C1)COC(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,189.0
71459189,CCCN(CCC)C(=O)N1C2=CC=CC=C2OC3=CC=CC=C31,2690.0
71455545,C1=CC=C(C=C1)CCOC(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,3930.0
20438947,C1=CC=C(C=C1)C(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,4110.0
71450181,COC1=CC=C(C=C1)COC(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,2640.0
43815,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,1870.0
71450180,CC1=CC=C(C=C1)COC(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,2280.0
71462707,CC(C)OC(=O)N1C2=CC=CC=C2OC3=CC=CC=C31,2350.0
148882,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=O)C4=CC=CC=C42,5970.0
13644344,C1=CC=C2C(=C1)N(C3=CC=CC=C3O2)C(=O)C4=CC=C(C=C4)[N+](=O)[O-],4290.0
9841560,C1C(=O)NC2=C(C(=N1)C3=CC(=CC=C3)Br)OC4=CC=CC=C42,500.0
71455548,CC1CCC(C(C1)OCC(=O)NC2=CC=CC=C2O)C(C)C,3390.0
10882078,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2CC4=CC=C(C=C4)[N+](=O)[O-],2490.0
71462710,C1=CC=C2C(=C1)N(C3=CC=CC=C3O2)C(=O)NCC4=CC=C(C=C4)Cl,9540.0
76324694,CCCN(CCC)C(=O)N1C2=CC=CC=C2C=CC3=CC=CC=C31,7780.0
76310107,C1=CC=C(C=C1)COC(=O)N2C3=CC=CC=C3C=CC4=CC=CC=C42,6020.0
73669299,CC(C)N(C(C)C)C(=O)N1C2=CC=CC=C2C=CC3=CC=CC=C31,3440.0
124125296,C1=CC(=CC(=C1)Cl)OC2=C(C=C(C=C2)NC(=O)CC3=C(C=CC=C3Cl)F)S(=O)(=O)N,9.0
124125420,C1=CC=C(C=C1)COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,2.0
124125341,CC1=CC=CC=C1CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,10.0
154731051,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=CC(=C4)C5=NOC(=S)[N-]5.[Na+],260.0
155530831,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)NC(=O)CC5=CC=CC=C5I,430.0
124125214,C1=CC=C(C=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,320.0
2810999,CC(C)C1=CC(=C(C(=C1)Br)NC(=O)NC2=CN=CC=C2)Br,780.0
136962942,CC1=C(C2=C(C3=CC=CC=C3N2)NC1=O)C4=CC(=CC=C4)C5=NNN=N5,100.0
71657162,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)NS(=O)(=O)CC5=CC=CC=C5Cl,54.0
124125544,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CN=C(N=C3)Cl)S(=O)(=O)N)Cl,2528.0
124125466,CC(C)(C1=CC=C(C=C1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N)O,376.0
124125239,C1=CC=C(C=C1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,10.0
124125475,CC1=CC(=CC=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,52.0
124125553,C1=CC(=CC(=C1)Cl)OC2=C(C=C(C=C2)NC(=O)CC3=CC=C(C=C3)C(F)(F)F)S(=O)(=O)N,1718.0
124125335,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N)F,76.0
124125305,C1COCC(=O)N1C2=CC=C(C=C2)OC3=C(C=C(C=C3)NC(=O)CC4=CC=CC=C4Cl)S(=O)(=O)N,1681.0
124125238,C1COCCC1COC2=C(C=C(C=C2)NC(=O)CC3=C(C(=CC=C3)F)Cl)S(=O)(=O)N,37.0
124125229,COC1=CC(=CC=C1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,8.0
124125284,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC=CC(=C3)N4C=NN=C4)S(=O)(=O)N)Cl,67.0
124125282,CN1C=C(C=N1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,185.0
124125495,C1=CC(=CC(=C1)Cl)OC2=C(C=C(C=C2)NC(=O)CC3=C(C=CC=C3Cl)Cl)S(=O)(=O)N,15.0
124125308,C1COCCC1COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,139.0
124125268,C1=CC(=CC(=C1)Cl)OC2=C(C=C(C=C2)NC(=O)CC3=CC=C(C=C3)Cl)S(=O)(=O)N,345.0
124125537,COC1=CC=CC=C1CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,2.0
124125309,CC(C)(C1=CC(=CC=C1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N)O,474.0
124125445,C1CC(C1)COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,5.0
124125228,C1COCC(=O)N1C2=CC(=CC=C2)OC3=C(C=C(C=C3)NC(=O)CC4=CC=CC=C4Cl)S(=O)(=O)N,163.0
124125301,C1COCCN1C(=O)C2=CC(=CC=C2)OC3=C(C=C(C=C3)NC(=O)CC4=CC=CC=C4Cl)S(=O)(=O)N,45.0
124125463,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N)Cl,92.0
124125480,C1COC1COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,784.0
124125460,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CN=C3)Cl)S(=O)(=O)N)Cl,27.0
124125383,C1=CC(=CC(=C1)Cl)OC2=C(C=C(C=C2)NC(=O)CC3=CC=C(C=C3)F)S(=O)(=O)N,269.0
124125230,CC(C1=CC=CC=C1)C(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,1242.0
124125321,CC(C1=CC=CC=C1Cl)C(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,134.0
124125345,CC1=CC=C(C=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,317.0
124125322,CC(=O)NC1=CC(=CC=C1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,93.0
124125387,C1=CC=C(C=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC=CC=C3Cl)S(=O)(=O)N,1250.0
124125244,C1COCC1C2=CC=C(C=C2)OC3=C(C=C(C=C3)NC(=O)CC4=CC=CC=C4Cl)S(=O)(=O)N,75.0
124125397,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N)C(F)(F)F,24.0
124125231,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC=C(C=C3)C4=NC=CS4)S(=O)(=O)N)Cl,30.0
124125339,C1COCCC1COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3C(F)(F)F)S(=O)(=O)N,88.0
124125486,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC=CC=N3)S(=O)(=O)N)Cl,441.0
124125439,C1=CC=C(C=C1)CCOC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,19.0
124125200,C1COCCC1COC2=C(C=C(C=C2)NC(=O)CC3=C(C=CC(=C3)F)Cl)S(=O)(=O)N,84.0
124125360,CC(C)(C1=CC=CC=C1OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N)O,242.0
124125290,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC=CC=C3Cl)S(=O)(=O)N)Cl,13.0
124125351,C1CCC(CC1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,39.0
124125246,C1COCCC1COC2=C(C=C(C=C2)NC(=O)CC3=C(C=CC=C3Cl)F)S(=O)(=O)N,13.0
124125444,C1COC(CO1)COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,258.0
124125269,C1COCCC1COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3F)S(=O)(=O)N,597.0
124125330,C1COCCC1COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3C(F)F)S(=O)(=O)N,111.0
124125453,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OCC3=CC=CC=N3)S(=O)(=O)N)Cl,26.0
124125422,C1COCCC1COC2=C(C=C(C=C2)NC(=O)CC3=C(C=C(C=C3)F)Cl)S(=O)(=O)N,173.0
124125494,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CN=CC=C3)S(=O)(=O)N)Cl,193.0
9975090,C1=CC=C(C(=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)O,155.0
29035588,C1=CC(=C(C=C1Cl)C(=O)NC2=CC(=CC(=C2)F)F)O,155.0
23070355,C1=CC(=C(C=C1Cl)O)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F,209.0
11741624,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)NC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,729.0
5081913,C1=CC(=C(C=C1Cl)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)O,156.0
2804666,C1=CC(=C(C=C1Cl)C(=O)NC2=CC(=CC(=C2)Cl)Cl)O,712.0
71381242,C1=CC(=C(C(=C1)Cl)O)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F,48.8
20196,C1=CC(=CC(=C1)Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,135.0
5065884,C1=CC(=CC(=C1)NC(=O)C2=C(C=CC(=C2)Cl)O)C(F)(F)F,537.0
5274059,C1=CC(=CC=C1C(F)(F)F)NC(=O)C2=C(C=CC(=C2)Cl)O,1500.0
156015171,C1=CC(=C(C=C1Cl)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)[N+](=O)[O-])O,42.6
90467334,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)N5C(=NN=N5)CC6=CC=CC=C6O,37.0
90467462,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)N5C(=NN=N5)CCC6=CC=CC=C6,44.0
86763274,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)N5C=CN=C5CCC6=CC=CC=C6,78.0
121330593,CN(C)C1=CC=CC=C1CC2=NN=NN2C3=CC=C(C=C3)N4C(=O)CC(=O)NC5=C4C=CC6=CC=CC=C65,94.0
121330725,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)C5=C(N=CN5)C6=CC=CC=C6,3400.0
121330590,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)C5=NC=CN5CC6=CC=C(C=C6)Cl,300.0
121330638,COC1=CC=CC(=C1)CCC2=NC=CN2C3=CC=C(C=C3)N4C(=O)CC(=O)NC5=C4C=CC6=C5CCC6,74.0
121330706,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)N5C=CN=C5CCC6=CC(=CC=C6)C(F)(F)F,550.0
121330744,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)N5C=CN=C5COC6=CC=CC=C6,790.0
145713379,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)C5=CN(C=N5)CCC6=CC=CC=C6,320.0
145713380,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CN=C(C=C4)N5C(=NN=N5)CC6=CC=CC=C6O,77.0
90467335,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)N5C(=NN=N5)CCC6=CN=CC=C6,380.0
121330609,COC1=CC=CC=C1CC2=NN=NN2C3=CC=C(C=C3)C4=NCC(=O)NC5=C4C=CC6=CC=CC=C65,320.0
137018806,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC(=C(C=C4)C5=NC=CN5CCC6=CC=CC=C6)O,130.0
121330617,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)C5=NC=CN5CCC6=CC=CC=C6,91.0
121330709,C1CC2=C(C1)C3=C(C=C2)N(C(=O)CC(=O)N3)C4=CC=C(C=C4)N5C=CN=C5CCC6=CC=CC=C6F,53.0
121330597,CC1(CN(C(=N1)CCC2=CC=CC=C2)C3=CC=C(C=C3)N4C(=O)CC(=O)NC5=C4C=CC6=CC=CC=C65)C,2500.0
121330640,COC1=C(C=CC(=C1)N2C(=O)CC(=O)NC3=C2C=CC4=CC=CC=C43)C5=NC=CN5CCC6=CC=CC=C6,520.0
121330634,COC1=CC=CC(=C1)CCN2C=CN=C2C3=CC=C(C=C3)N4C(=O)CC(=O)NC5=C4C=CC6=CC=CC=C65,82.0
